0.041335593558839936 0.04956447068120569 0.03385480646016148 0.18834383579727337 0.6869012935025195	-1856.927118339413
0.041335593558839936 0.04956447068120569 0.03385480646016148 0.7417994123925744 0.1334457169072184	-1719.846151669498
0.041335593558839936 0.07967051659736822 0.0037487605439989503 0.7417994123925744 0.1334457169072184	-1892.4491907696577
0.041335593558839936 0.07967051659736822 0.0004683541424366738 0.7417994123925744 0.13672612330878067	-2100.4447726064686
0.0413076519845468 0.07969845817166137 0.0004683541424366738 0.7417994123925744 0.13672612330878067	-2100.477327087658
0.0413076519845468 0.09883058860664251 0.0004683541424366738 0.7417994123925744 0.11759399287379953	-2078.961635296709
0.008658949327926761 0.09883058860664251 0.03311705679905671 0.7417994123925744 0.11759399287379953	-1809.3491707928345
0.008658949327926761 0.09883058860664251 0.03311705679905671 0.7719587675619243 0.08743463770444962	-1805.3639442141719
0.008658949327926761 0.09883058860664251 0.034172539499424226 0.7709032848615568 0.08743463770444962	-1802.3633734194823
0.008658949327926761 0.09883058860664251 0.019963024386342003 0.7709032848615568 0.10164415281753184	-1856.1174335355402
0.008658949327926761 0.0143637977370637 0.10442981525592082 0.7709032848615568 0.10164415281753184	-1883.5237058797952
0.15803228567456643 0.0143637977370637 0.10442981525592082 0.6215299485149172 0.10164415281753184	-1614.6409924693303
0.15803228567456643 0.012916194367342464 0.10587741862564205 0.6215299485149172 0.10164415281753184	-1623.8872242909642
0.15803228567456643 0.051701784435769824 0.0670918285572147 0.6215299485149172 0.10164415281753184	-1530.808158852868
0.15803228567456643 0.051701784435769824 0.09817097651486817 0.6215299485149172 0.07056500485987836	-1492.7433228182135
0.15803228567456643 0.051701784435769824 0.09817097651486817 0.28250998451614856 0.409584968858647	-1571.5903432063717
0.15803228567456643 0.008385106241947195 0.1414876547086908 0.28250998451614856 0.409584968858647	-1716.94368119444
0.15803228567456643 0.019246526237526304 0.1414876547086908 0.28250998451614856 0.3987235488630679	-1633.8563288359649
0.15803228567456643 0.17192505488587606 0.1414876547086908 0.12983145586779882 0.3987235488630679	-1492.6312000592595
0.15803228567456643 0.17192505488587606 0.1414876547086908 0.30301674483965935 0.22553825989120732	-1407.8761049069321
0.15803228567456643 0.17192505488587606 0.02897571438746621 0.30301674483965935 0.33805020021243193	-1566.4515472244489
0.15803228567456643 0.17192505488587606 0.004725153011177877 0.30301674483965935 0.36230076158872027	-1747.807357273206
0.40887988820179955 0.17192505488587606 0.004725153011177877 0.05216914231242625 0.36230076158872027	-1828.6748374387735
0.5876330109503781 0.17192505488587606 0.004725153011177877 0.05216914231242625 0.18354763884014172	-1792.4067193411265
0.30977813493310774 0.17192505488587606 0.004725153011177877 0.33002401832969663 0.18354763884014172	-1671.9639209963334
0.30977813493310774 0.17192505488587606 0.004725153011177877 0.33002401832969663 0.18354763884014172	-1671.9639209963334
0.15421704630978655 0.17192505488587606 0.004725153011177877 0.4855851069530178 0.18354763884014172	-1703.0945420398018
0.15427743901911983 0.17192505488587606 0.004664760301844592 0.4855851069530178 0.18354763884014172	-1704.3417381537665
0.15586207840074345 0.17192505488587606 0.0030801209202209814 0.4855851069530178 0.18354763884014172	-1744.8266006510537
0.15586207840074345 0.11716996311529904 0.0030801209202209814 0.4855851069530178 0.23830273061071874	-1783.1699104075956
0.2778706777915674 0.11716996311529904 0.0030801209202209814 0.36357650756219395 0.23830273061071874	-1754.287961014656
0.2778706777915674 0.11716996311529904 0.0030801209202209814 0.5539713091179765 0.0479079290549361	-1712.1756462887001
0.2863700296177335 0.11716996311529904 0.0030801209202209814 0.5539713091179765 0.039408577228769996	-1709.162749612278
0.2863700296177335 0.03404383799826176 0.08620624603725827 0.5539713091179765 0.039408577228769996	-1499.583022715507
0.3908531508298918 0.03404383799826176 0.08620624603725827 0.44948818790581824 0.039408577228769996	-1489.378641700183
0.3908531508298918 0.056421855624910186 0.08620624603725827 0.44948818790581824 0.01703055960212157	-1438.8578869485436
0.24412930824441006 0.2031456982103919 0.08620624603725827 0.44948818790581824 0.01703055960212157	-1357.8145896607082
0.24412930824441006 0.2031456982103919 0.16166398057775017 0.37403045336532637 0.01703055960212157	-1313.3140899392263
0.24412930824441006 0.21679356963904242 0.16166398057775017 0.37403045336532637 0.0033826881734710587	-1306.811873737777
0.24412930824441006 0.21679356963904242 0.02852564429441959 0.37403045336532637 0.13652102445680164	-1480.2835242024491
0.25304788584165133 0.21679356963904242 0.019607066697178314 0.37403045336532637 0.13652102445680164	-1514.1867971316728
0.26239321962118184 0.21679356963904242 0.010261732917647808 0.37403045336532637 0.13652102445680164	-1575.307081855193
0.4442304474289056 0.034956341831318655 0.010261732917647808 0.37403045336532637 0.13652102445680164	-1705.1417284073004
0.4442304474289056 0.034956341831318655 0.003964536514399069 0.3803276497685751 0.13652102445680164	-1798.5754158648356
0.4446736623167055 0.034956341831318655 0.0035213216265991367 0.3803276497685751 0.13652102445680164	-1810.3309514929647
0.4397880738202553 0.034956341831318655 0.0035213216265991367 0.3852132382650253 0.13652102445680164	-1810.1593295343898
0.44322369607183837 0.034956341831318655 8.569937501609485e-05 0.3852132382650253 0.13652102445680164	-2180.955778329012
0.44322369607183837 0.10928242379749502 8.569937501609485e-05 0.3852132382650253 0.06219494249062528	-2066.9722114634774
0.34593950408033297 0.10928242379749502 8.569937501609485e-05 0.3852132382650253 0.15947913448213066	-2091.7532798432326
0.34593950408033297 0.10928242379749502 0.18650028669221477 0.19879865094782662 0.15947913448213066	-1389.3694814388193
0.4221124184763149 0.10928242379749502 0.18650028669221477 0.19879865094782662 0.0833062200861487	-1369.4687057407582
0.005985315062628782 0.5254095272111812 0.18650028669221477 0.19879865094782662 0.0833062200861487	-1638.0407315728155
0.005985315062628782 0.5254095272111812 0.2669456529604744 0.19879865094782662 0.0028608538178890586	-1602.1795001317264
0.005985315062628782 0.6355070032894165 0.15684817688223912 0.19879865094782662 0.0028608538178890586	-1636.3316680431883
0.005985315062628782 0.6355070032894165 0.11803106253759979 0.23761576529246595 0.0028608538178890586	-1646.9284730707652
0.12068606823706185 0.6355070032894165 0.11803106253759979 0.12291501211803288 0.0028608538178890586	-1412.4562793015016
0.12068606823706185 0.6355070032894165 0.11931853535072796 0.12291501211803288 0.00157338100476089	-1411.3713940080236
